rt canadianpm canada sends its deepest condolences to the loved ones of victims of last nights horrific earthquake in ecuador ,earthquake,sympathy_and_support
rt finca our thoughts and prayers are with our clients staff and the people of ecuador following the ecuadorearthquake ,earthquake,sympathy_and_support
rt freethechildren ecuador we are standing with you in this difficult time our hearts and thoughts go out to all those affected by the ,earthquake,sympathy_and_support
rt diplomacy_notes please help our friends in ecuador give something for ecuadorearthquake with sympathy embajadaecuusa ,earthquake,requests_or_urgent_needs
rt robertglasserun 750000 earthquake dead in last 20 years japanearthquake ecuadorearthquake switch2sendai h ,earthquake,injured_or_dead_people
rt telesurenglish palestine sends humanitarian aid to ecuador earthquake victims ,earthquake,rescue_volunteering_or_donation_effort
rt planglobal at least 272 people confirmed dead &amp more than 1500 people injured after this weekends powerful ecuadorearthquake  ,earthquake,injured_or_dead_people
rt bgeac pray for ecuador relief efforts after 78 earthquake  asks franklin_graham ,earthquake,sympathy_and_support
rt franklin_graham samaritanspurse is transporting a portable field hospital to ecuador to help treat the many injured please pray h ,earthquake,rescue_volunteering_or_donation_effort
rt cbseveningnews watch 78 earthquake rocks ecuador leaving more than 350 dead &amp several hundred injured ,earthquake,injured_or_dead_people
rt wfp_media loading trucks with wfp food for the quakestricken town of pedernales in ecuador ,earthquake,rescue_volunteering_or_donation_effort
rt alwaleed_philan our thoughts are with the people affected by the japanearthquake &amp ecuadorearthquake and the rescue relief and med ,earthquake,rescue_volunteering_or_donation_effort
ecuadorearthquake prayforecuador if you want to help from abroad here some options ,earthquake,rescue_volunteering_or_donation_effort
rt peacecorps all peace corps ecuador volunteers are safe &amp accounted for staff in ecuador are in close contact w volunteers regarding ,earthquake,rescue_volunteering_or_donation_effort
ecuador earthquake death toll rises to 246 2527 injured  andes info  andesecuador ,earthquake,injured_or_dead_people
really bad earthquake here in ecuador houses destroyed 77 people died magnitude of the earthquake was 78 prayforecuador ,earthquake,injured_or_dead_people
earthquake in ecuador a rescue operation is underway in ecuador after the south american nation was hit by it ,earthquake,rescue_volunteering_or_donation_effort
rt telesurenglish ecuadors biggest earthquake in decades leaves 233 dead extensive damage to coastal region htt ,earthquake,injured_or_dead_people
more pictures of the destruction please pray for ecuador also pray for joshua and me we are leaving tonight ,earthquake,sympathy_and_support
rt lukejoh01158045 first japanearthquake now ecuadorearthquake pray for all of the suffering victims especially the ones trapped htt ,earthquake,sympathy_and_support
rt hannahdreier death toll from ecuador earthquake jumps to 350 in some towns 90% of buildings collapsed ,earthquake,injured_or_dead_people
rt worldvisionlac photos from ecuador show devastation after the deadly earthquake vía huffingtonpost ,earthquake,infrastructure_and_utility_damage
rt fox35tom breaking pics from ecuador after massive 78 earthquake hit tonight rt fox35 ,earthquake,other_relevant_information
rt naranjo_george please all in ecuador need your help earthquakeecuador prayforecuador terremotoecuador ,earthquake,sympathy_and_support
our hearts are with the people of ecuador ,earthquake,sympathy_and_support
drone video captures earthquake aftermath in ecuador  abc news  vía abc ,earthquake,other_relevant_information
praying for all who were affected by the earthquake in ecuador prayforecuador fuerzaecuador ,earthquake,sympathy_and_support
rt pzf update at least 350 dead after powerful 78 earthquake in ecuador hundreds more injured ,earthquake,injured_or_dead_people
the best ecuador food thinking of all our family in ecuador during this difficult time a ,earthquake,sympathy_and_support
rt gigitonguet doctorheart00 share this link to help the victims of ecuadors earthquake thank you ,earthquake,rescue_volunteering_or_donation_effort
rt ottawacp 2 canadians killed in ecuador earthquake global affairs confirms ,earthquake,injured_or_dead_people
channingtatum uve been in my country many times i know u care will u please encourage ur followers 2 donate 2 ecuadorearthquake victims ,earthquake,rescue_volunteering_or_donation_effort
in quakedevastated ecuador loss piles up amid the rubble ,earthquake,injured_or_dead_people
rt nbcnightlynews latest at least 272 killed and 2000 injured after magnitude 78 quake strikes ecuador  ,earthquake,injured_or_dead_people
tim_cook make donations to red cross ecuador available through app store ,earthquake,rescue_volunteering_or_donation_effort
donations update thanks for helping ecuador s victims and the future of fine cacao ,earthquake,rescue_volunteering_or_donation_effort
rt nbcnews update at least 77 dead 588 wounded in ecuador earthquake ,earthquake,injured_or_dead_people
rt baldita if youre interested in making donations from abroad for earthquake victims in ecuador ,earthquake,rescue_volunteering_or_donation_effort
rt unicef_uk ecuadorearthquake we have emergency supplies like water kits &amp tents on standby in surrounding countries if rapid response ,earthquake,rescue_volunteering_or_donation_effort
spanish cooperation agency aecid ready to provide assistance to ecuadorearthquake ,earthquake,rescue_volunteering_or_donation_effort
rt time death toll in the ecuador earthquake has risen to at least 233 the countrys president said ,earthquake,injured_or_dead_people
rt itu itu emergency communications team being deployed to ecuadorearthquake to strengthen response efforts of govn  aid teams on the ,earthquake,rescue_volunteering_or_donation_effort
ecuador earthquake rescue operation – in pictures the strongest earthquake to hit ecuador in via josephjett ,earthquake,other_relevant_information
6 colombians killed in ecuador earthquake 75 still missing at least six colombians died in the earthquake th ,earthquake,injured_or_dead_people
please help support apoyo a ecuador add a twibbon now ,earthquake,requests_or_urgent_needs
harry_styles please tell me that everything will be allright dear harry pray for ecuador please i need you we need all of you ,earthquake,sympathy_and_support
ecuador government revealing 238 deaths in earthquake 74 degrees last night ,earthquake,injured_or_dead_people
rt alexanderxv alexanderxv ecuador earthquake andradivo my sister &amp others are injured without care at pedernalesneed help please t ,earthquake,requests_or_urgent_needs
rt telesurenglish ecuadorearthquake shocking images captured with a drone show the destruction caused by the 78 earthquake  ,earthquake,infrastructure_and_utility_damage
mindo comes together to help hose affected on the coast ecuadorearthquake ecuadorlistoysolidario ,earthquake,rescue_volunteering_or_donation_effort
rt lucho_telesur this team managed 40 hours after the earthquake to find a survivor under the debris here in portoviejo ecuador  ,earthquake,rescue_volunteering_or_donation_effort
rt kellcmurphy ecuador being marked the strongest earthquake of 2016 absolutely crazy and scary i hope everyone is ok please stay sa ,earthquake,sympathy_and_support
donate your help is important if you are in the uk you can donate through oxfam ecuador uk donate ,earthquake,rescue_volunteering_or_donation_effort
rt ap_interactive a powerful earthquake in ecuador has left hundreds dead and over a thousand injured  ,earthquake,injured_or_dead_people
ecuador earthquake leaves more than 200 dead  bbc news ,earthquake,injured_or_dead_people
rt everette prayers go out to those affected by the earthquake in ecuador and parts of colombia crazy to be so close counting my blessi ,earthquake,sympathy_and_support
rt wfp_media ecuadorearthquake details of wfps emergency response so far in close coordination w govt of ecuador ,earthquake,other_relevant_information
rt marshacollier microsoft helps friends and families of japan and ecuador earthquake victims with free skype calls ,earthquake,rescue_volunteering_or_donation_effort
new death toll from earthquake in ecuador reached 233 1500 injured ,earthquake,injured_or_dead_people
rt rt_play 233 killed almost 600 injured in ecuadorearthquake evacuations underway ,earthquake,injured_or_dead_people
rt marialuisamoreo ecuadorearthquake of 78 magnitude kills dozens ,earthquake,injured_or_dead_people
toll expected to rise further after 272 killed in ecuador quake ,earthquake,injured_or_dead_people
rt colombiareports death toll in ecuador earthquake climbs as correa tours ravaged areas  wall street journal c ,earthquake,injured_or_dead_people
quitos mayor mauriciorodasec in carolina park mentions avianca airlines provides help to ship aid ecuadorearthquake ,earthquake,rescue_volunteering_or_donation_effort
rt nocontrolprojec please donate anything you can to help those in need in ecuador prayforecuador ,earthquake,requests_or_urgent_needs
rt wxetctv 2nd major earthquake within days bbc breakingnews  1st japan now ecuadorearthquake of 78 mag kills dozens ,earthquake,injured_or_dead_people
rt patriciamsambo therealsambora orianthi we need to pray for the people of japan and now ecuador please keep them in your &amp  http ,earthquake,sympathy_and_support
rt iamdanielskye my thoughts and prayers go out to the earthquake victims in japan ,earthquake,sympathy_and_support
rt dylantheman37 my thoughts and prayers go out to all those affected by the earthquakes that struck japan last week and ecuador tod ,earthquake,sympathy_and_support
dave you actually can help us and it will mean a lot davemustaine ,earthquake,requests_or_urgent_needs
rt telesurenglish puente mejia in ecuadors coastal province of manabi one of earthquakeaffected areas  ,earthquake,other_relevant_information
rt newshour on sat an earthquake of the same magnitude struck ecuadors coast killing at least 272 injuring more than 2000 ,earthquake,injured_or_dead_people
rt unicefusa help children affected by the ecuadorearthquake text relief to 864233 to donate 10 in support of unicefs relief efforts ,earthquake,rescue_volunteering_or_donation_effort
rt omarimrantweets earthquake in ecuador 77 dead these disasters are reminders that we dont know when it could be our last moment with ,earthquake,injured_or_dead_people
death toll soars after 78magnitude earthquake strikes ecuador apr 17 2016 952 am et a magnitude78 eart ,earthquake,injured_or_dead_people
rt papermalaysia death toll rises to 262 in ecuador earthquake news malaysiannews berita latestnews ,earthquake,injured_or_dead_people
the death toll from the earthquake in ecuador up to 350 according to the minister of security ,earthquake,injured_or_dead_people
rt noorie_87 redcross teams are responding to a 78 earthquake in ecuador you can donate to redcrosscanada  ,earthquake,rescue_volunteering_or_donation_effort
israeli aid workers join relief efforts in quakerattled japan ecuador – jerusalem post israel news 757live ,earthquake,rescue_volunteering_or_donation_effort
bbc news ecuador quake death toll rises to 350  the number of people killed in a powerful earthquake that st ,earthquake,injured_or_dead_people
rt malaysiakini ecuador quake death toll rises to 350 as eu offers 1 million in aid ,earthquake,injured_or_dead_people
sites and orgs that are helping with relief efforts listed here ,earthquake,other_relevant_information
ecuador views  our condolence is with the victims of the recent earthquake in ecuador ,earthquake,sympathy_and_support
rt nbcbayarea everything is destroyed death toll surges to 233 after magnitude78 quake hits ecuador ,earthquake,injured_or_dead_people
rt applevstidal our thoughts are going out to the people of ecuador they have just had a 78 magnitude earthquake prayforecuador ,earthquake,sympathy_and_support
as we r commemorating the 1906 quake today we reflect on the importance of community our thoughts r w those in ecuador &amp japan ,earthquake,sympathy_and_support
terrifying moment 7 8 magnitude earthquake strikes in ecuador daily mail online via youtube ,earthquake,caution_and_advice
rt bbcworld ecuador quake death toll hits 413 ,earthquake,injured_or_dead_people
rt karljcompton my goes to all the victims of the earthquake in ecuador mother nature can be cruel sometimes ,earthquake,sympathy_and_support
rt arjunguptabk love light and prayers to all those affected by the earthquake in ecuador ecuadorearthquake ,earthquake,sympathy_and_support
ecuador needs your help please head over to our earthquake relief fund by following the link ,earthquake,requests_or_urgent_needs
rt fash_rev our thoughts are with our team in ecuador today led by domingaecuador and everyone affected by yesterdays earthquake ,earthquake,sympathy_and_support
rt selenis_leyva taylorchaapman i pray for all nations people the world  ecuador had awful earthquake today thats why today i spoke o ,earthquake,sympathy_and_support
rt ot4wwupdates our thoughts and prayers are with those affected by the earthquake in ecuador hope everyone is safe ,earthquake,sympathy_and_support
rt worldvisioncan death toll continues to rise after ecuadorearthquake now at 233 sending thoughts and prayers to those affected ,earthquake,injured_or_dead_people
ecuador  canoa earthquake emergency relief fund ,earthquake,rescue_volunteering_or_donation_effort
gallery 78 quake hits ecuador see images of the devastation from a 78magnitude earthquake that struck ecu ,earthquake,infrastructure_and_utility_damage
rt abc7newsbayarea photos powerful ecuadorearthquake kills at least 233 injures over 1000 people ,earthquake,injured_or_dead_people
ecuador quake death toll rises to 350 via harradox ,earthquake,injured_or_dead_people
ecuadorearthquake  my heart goes out to everyone affected by the earthquake in ecuador ,earthquake,sympathy_and_support
rt chuckrobbins our thoughts prayers go out to those impacted by the earthquake in ecuador cisco will provide any support needed duri ,earthquake,sympathy_and_support
rt repdelcacao the latest from nytimes on ecuadorearthquake if you want to donate go to ,earthquake,rescue_volunteering_or_donation_effort
president of ecuador tweets death toll from earthquake is now 233 ,earthquake,injured_or_dead_people
413 killed by earthquake in ecuador believe that the figure may aumentary 319 aftershocks ,earthquake,injured_or_dead_people
rt joivanjimenez lets pray for our family in ecuador ecuador earthquake weareprayingforyou oremosporecuador ,earthquake,sympathy_and_support
rt nbcphiladelphia tragedy in ecuador at least 77 people are dead after an earthquake rocked the small country details ,earthquake,injured_or_dead_people
the futbol world pays tribute to the victims of ecuadors earthquake on saturday evening a devastating ,earthquake,sympathy_and_support
click here to support help ecuadors earthquake victims by jose chiriboga ,earthquake,rescue_volunteering_or_donation_effort
rt psychictwins biggest quake since 1979 233 dead after 78 earthquake hits near ecuadors coast prayers to all ,earthquake,injured_or_dead_people
rt lataminvestor if youre in the uk you can help ecuadors earthquake victims by donating to this charity  ,earthquake,rescue_volunteering_or_donation_effort
ecuadors death toll continues to rise after 78 earthquake and aftershocks via susan macdonald ,earthquake,injured_or_dead_people
rt kathleen_wynne devastating news from ecuador this morning thoughts &amp prayers are with those killed &amp injured in the earthquake as we ,earthquake,sympathy_and_support
lasting bloom is focusing its efforts to support victims of ecuador the worlds natural paradise ,earthquake,rescue_volunteering_or_donation_effort
rt afp breaking ecuador quake death toll reaches 272 and number will rise  president ,earthquake,injured_or_dead_people
im pretty sure red cross ,earthquake,rescue_volunteering_or_donation_effort
ecuadors national assemblys top earners will donate 10% of salaries from april and may to earthquake victims ,earthquake,rescue_volunteering_or_donation_effort
rt cnnbrk at least 28 people are confirmed dead in the earthquake in ecuador the vice president says  ,earthquake,injured_or_dead_people
i can´t sleepin alert sismoecuador terremoto prayforecuador ecuadorearthquake ,earthquake,sympathy_and_support
rt athenieveron prayforecuador prayforworld please pray for ecuador pray for people ecuadorian pray for ,earthquake,sympathy_and_support
rt 2morrowknight heres how you can help the children affected by the ecuadorearthquake  sismoecuador ,earthquake,rescue_volunteering_or_donation_effort
rt gami21_jagmac thoughts and prayers go out to all those who have been affected by the earthquake in ecuador this truly is terrible  ,earthquake,sympathy_and_support
the best ecuador food our may harvest is right around the corner here the yellow pitaha ,earthquake,other_relevant_information
rt number10gov pm tragic news from ecuador my thoughts with all those affected by the terrible earthquake the uk will offer any suppo ,earthquake,sympathy_and_support
rt clexaprepon if you wanna help my country please donate we need your help ecuador ,earthquake,requests_or_urgent_needs
rt globalgiving donate to globalgiving for ecuadorearthquake to support locally driven relief and recovery http ,earthquake,rescue_volunteering_or_donation_effort
please help us support all the victims of this horrible tragedy in ecuador prayforecuador terremotoecuador ,earthquake,sympathy_and_support
rt telesurenglish ecuador earthquake leaves dozens dead and hundreds injured sismoecuador ,earthquake,injured_or_dead_people
terrible and sad news today i pray for all the victims earthquake ecuadorunido ,earthquake,sympathy_and_support
bbcworld ecuador quake death toll to rise ,earthquake,injured_or_dead_people
marcanthony donations pnud onu bankaccount bankofamerica acc 3751560139 bank type zba bank id 111000012 acct name undp rep in ecuador ,earthquake,rescue_volunteering_or_donation_effort
rt embajadaecuusa attention donations for the victims of ecuador can be made using the accounts in this link &gt&gt ,earthquake,rescue_volunteering_or_donation_effort
rt kristiekenney my prayers go out to the victims of the earthquake in ecuador my heart is with my ecuadorian friends ,earthquake,sympathy_and_support
 rt stcom latest death toll in devastating ecuadorearthquake rises to at least 233 ,earthquake,injured_or_dead_people
please be in prayer for ecuador there was a 78 earthquake on the coast yesterday we are safe but so far 77 reported dead and 578 injured ,earthquake,injured_or_dead_people
rt ap ecuadors president says death toll from magnitude78 quake has surged to at least 233 ,earthquake,injured_or_dead_people
earthquake kills 77 in ecuador devastates coastal area africa southafrica ,earthquake,injured_or_dead_people
rt michaeldickson proud that my country israel has medical teams assisting victims of the devastation of ecuadorearthquake and japane ,earthquake,rescue_volunteering_or_donation_effort
rt 2pmalways [info] part of the 2pm take off &amp story game profits will be donated to the kumamoto earthquakes relief fund ,earthquake,rescue_volunteering_or_donation_effort
rt jilevin ecuador earthquake death toll rises to 238 ,earthquake,injured_or_dead_people
rt julito77 ecuador begins relief efforts following deadly 78magnitude earthquake via latinousa ,earthquake,rescue_volunteering_or_donation_effort
ecuadorearthquake jimmyfallon help our country by telling usa we need help terremotoecuador ,earthquake,requests_or_urgent_needs
rt buzzfeednews ecuador vice president jorge glas updates earthquake death toll to 41 ,earthquake,injured_or_dead_people
ecuador earthquake relief fund  evelyn velas fundraiser ,earthquake,rescue_volunteering_or_donation_effort
rt buterasbiebz im sending my prayers to the people in ecuador stay safe ecuadorearthquake ,earthquake,sympathy_and_support
rt france24_en video  ecuador earthquake rescue teams race to find survivors at least 272 killed ,earthquake,injured_or_dead_people
my prayers go out to the country of ecuador stay strong we are praying for you ecuadorearthquake ,earthquake,sympathy_and_support
davemustaine ecuadorians need volunteers to rescue victims of ecuadorearthquake  sos ,earthquake,rescue_volunteering_or_donation_effort
rt abc7 ecuadorearthquake death toll rises to at least 41 vice president says ,earthquake,injured_or_dead_people
rt ednaschmidt im in ecuador right now begging 4 help in canoa pacific coast there is no way to get there by road people r in desper ,earthquake,requests_or_urgent_needs
now the number of deaths went up to 233 ,earthquake,injured_or_dead_people
terrible news our thoughts and prayers to those impacted by the ecuador earthquake and the recent one in japan ,earthquake,sympathy_and_support
 bbc news ecuador quake toll rises to 233  at least 233 people are confirmed dead after a powerful earthquake ,earthquake,injured_or_dead_people
rt thesocbiz info here for donations to cruzrojaecuador for their ecuadorearthquake work cc andybanjobrown oneplanetman ,earthquake,rescue_volunteering_or_donation_effort
donations from people and machinery of prefecture of el oro arrived to the earthquakeaffected areas in pedernales ,earthquake,rescue_volunteering_or_donation_effort
rt vargasmoni prayforecuador empire state building with ecuadors flag  ,earthquake,sympathy_and_support
bay area couple survives deadly ecuador 78 earthquake sanfrancisco ,earthquake,injured_or_dead_people
theellenshow ecuador needs the help of everyone please ,earthquake,requests_or_urgent_needs
rt timesofoman prayers for ecuador japan quake victims ,earthquake,sympathy_and_support
ecuador quake toll rises to 233 dead the quake felt across ecuador northern peru and southern colombia str ,earthquake,injured_or_dead_people
check it out donate to unofficial ecuador earthquake relief vía gofundme ,earthquake,rescue_volunteering_or_donation_effort
rt israel_flash ✡ israel 21c broadcast by theisraelcompany✡ israeli aid teams join relief operations in japan ecuador ,earthquake,rescue_volunteering_or_donation_effort
rt reportuk ecuador earthquake death toll jumps as daylight reveals scale of devastation ,earthquake,injured_or_dead_people
jimmyfallon we need of your help que need donations for our country ecuadorearthquake there are many families in need  ,earthquake,rescue_volunteering_or_donation_effort
278 people died 2068 are were injured and the government rejects the help from mexico ὢ1ὢ0 ,earthquake,injured_or_dead_people
rt breakingnews ecuador earthquake death toll jumps to 413 government says  reuters afp ,earthquake,injured_or_dead_people
a 78 earthquake hit ecuador apri16 233 dead and 600 injured please donate to help us offer emergency relief ,earthquake,injured_or_dead_people
rt adriemilia if you want to help ecuador here is a link where you can donate prayforecuador sismoecuador ,earthquake,rescue_volunteering_or_donation_effort
rt cnnimpact the ecuadorearthquake left hundreds of people dead and injured we have ways you can help  ,earthquake,injured_or_dead_people
rt globalgiving support locally driven relief efforts in ecuador after the 78m earthquaketemblor ,earthquake,rescue_volunteering_or_donation_effort
rt afp ecuador raises earthquake death toll to about 350 updating earlier count of 272 ,earthquake,injured_or_dead_people
quake kills 272 along devastated ecuador coast  etribune sports ,earthquake,injured_or_dead_people
rt samaritanspurse we are rushing help to ecuadorearthquake survivors learn more ,earthquake,rescue_volunteering_or_donation_effort
catholic relief services gears up response to ecuador quake  vatican radio pontifex ,earthquake,rescue_volunteering_or_donation_effort
rt cnni a 78magnitude quake has killed at least 41 in ecuador authorities say ,earthquake,injured_or_dead_people
a student in my class is from ecuador i donated to ecuadors earthquake victims via gofundme ,earthquake,rescue_volunteering_or_donation_effort
how you can help  an unknown number of people are trapped in the debris of ecuadors biggest earthquake in dec ,earthquake,sympathy_and_support
rt gma drone footage shows collapsed roadway in ecuadors largest city after 78magnitude quake ,earthquake,infrastructure_and_utility_damage
you can directly contribute to the earthquake victims in pedernales by donating to the following account ,earthquake,rescue_volunteering_or_donation_effort
rt gisellatv prayforecuador a prayer for victims of the earthquake we mourn the death and destruction in ,earthquake,sympathy_and_support
rt xhnews latest death toll for 78 magnitude ecuadorearthquake climbs to 235 our hearts go out to the people of ecuador ,earthquake,injured_or_dead_people
colombia sends aid and rescue workers to help ecuador in earthquake aftermath  colombia reports colombia ,earthquake,rescue_volunteering_or_donation_effort
rt sikuanga retweeted john kerry johnkerry my heartfelt condolences to victims of earthquake in ecuador us stands ready  ,earthquake,sympathy_and_support
rt flawlessbobby praying for everyone who was affected by the earthquake in ecuador so sad what happened ,earthquake,sympathy_and_support
just landed in quito  on our way to the coast to report from worst affected areas ,earthquake,other_relevant_information
hundreds death thousands without homes towns completely destroyed donate help earthquake ecuador ,earthquake,injured_or_dead_people
rslfan203 couldnt watch the match because of the earthquake here in ecuadorim fine bt there are many buildings destroyed prayforecuador ,earthquake,infrastructure_and_utility_damage
rt unicef children &amp families affected by ecuadorearthquake need your help unicefecuador ,earthquake,rescue_volunteering_or_donation_effort
rt erinlaviola 272 people killed more than 2500 hurt in ecuadorearthquake ,earthquake,injured_or_dead_people
rt grabiel_ch you can provide real help to the victims of the ecuadorearthquake by donating directly to the ecuadorean red cross  ,earthquake,rescue_volunteering_or_donation_effort
rt shiroistar after this huge earthquake ecuador needs our help ὂa ecuadorearthquake ecuadorlistoysolidario news journalist ,earthquake,rescue_volunteering_or_donation_effort
rt nbcnews latest at least 41 dead after massive ecuador earthquake ,earthquake,injured_or_dead_people
first japan now ecuador earthquake prayers for the victims ,earthquake,sympathy_and_support
rt shadohchaser hillaryclinton love u pray for ecuador ,earthquake,sympathy_and_support
proud to be attending info session on how nyc can help w relief efforts for ecuadorearthquake w cg lindamachuca ,earthquake,rescue_volunteering_or_donation_effort
rt skynewsbreak the president of ecuador says 233 people have died after a magnitude 78 earthquake struck the northwest of the country ,earthquake,injured_or_dead_people
yall talking about coachella meanwhile almost 300 people have died in ecuador because of the earthquake ,earthquake,injured_or_dead_people
praying everyone in ecuador is okay from the earthquake saturday ,earthquake,sympathy_and_support
rt businesfrontier business news earthquake kills dozens in ecuador a bbc top story ,earthquake,injured_or_dead_people
and thats enough for todayagain its not spam we desperately need help ecuadorearthquake thnks to anyone tht will help and listen to us ,earthquake,other_relevant_information
independent ecuador earthquake death toll rises to 272 with signs of life in much of th ,earthquake,injured_or_dead_people
powerful earthquake hits ecuador at least 41 killed cnn a major earthquake hit ecuadors central coast ki ,earthquake,injured_or_dead_people
martingarrix last night our country ecuador was surprised by an earthquake please help us spreading the voice so we get some help ,earthquake,rescue_volunteering_or_donation_effort
rt worldmusicaward our prayers go to ecuador 77 dead  588 injured &amp japan 41 dead  hundreds injured after the latest earthquakes ht ,earthquake,sympathy_and_support
rt bostonglobe many buildings collapsed in ecuador earthquake and death toll could increase past 233 ,earthquake,injured_or_dead_people
please help my country send items for makeshift tents medicine food for the diabetic large water bottles covers ,earthquake,requests_or_urgent_needs
rt unicef ecuadorearthquake unicefecuador today delivered 20k water purification tablets to survivors in worst affected area pedernales ,earthquake,rescue_volunteering_or_donation_effort
